windowDuration,timeSinceLastSensorEvent,prevDominantSensor1,prevDominantSensor2,lastSensorLocation,lastMotionLocation,complexity,activityChange,areaTransitions,numDistinctSensors,sensorCount-Bathroom,sensorCount-Bedroom,sensorCount-Chair,sensorCount-DiningRoom,sensorCount-Hall,sensorCount-Ignore,sensorCount-Kitchen,sensorCount-LivingRoom,sensorCount-Office,sensorCount-OutsideDoor,sensorCount-WorkArea,sensorElTime-Bathroom,sensorElTime-Bedroom,sensorElTime-Chair,sensorElTime-DiningRoom,sensorElTime-Hall,sensorElTime-Ignore,sensorElTime-Kitchen,sensorElTime-LivingRoom,sensorElTime-Office,sensorElTime-OutsideDoor,sensorElTime-WorkArea,activity
1413.0,2.0,7.0,3.0,5.0,7.0,1.1105522511832788,0.5697098372257607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.88,2.2300000000000004,8.240000000000002,0.0,0.0,0.0,2473.70773,2473.600036,86400.0,2395.599507,86400.0,0.0,569.585847,78.561175,86400.0,2471.762387,86400.0,0
102.0,3.0,5.0,5.0,5.0,0.0,0.868705379809769,0.6568627450980392,1.0,0.0,24.040000000000003,0.0,0.0,0.0,0.0,9.03,0.0,1.2800000000000002,0.0,0.0,0.0,3.155613,2395.803595,86400.0,11654.834092,86400.0,0.0,11653.780469,101.567523,86400.0,6009.228682,86400.0,1
2184.0,1.0,5.0,5.0,7.0,7.0,0.0472792804649148,0.9771062271062272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2700000000000002,0.0,33.080000000000005,0.0,0.0,0.0,9046.354013,9046.246319,86400.0,8968.24579,86400.0,1960.656078,7142.23213,0.0,86400.0,9044.40867,86400.0,0
45.0,0.0,6.0,6.0,6.0,6.0,0.783776947484701,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.820000000000001,26.53,0.0,0.0,0.0,0.0,486.39905,487.396171,86400.0,472.697405,86400.0,0.029786,0.0,477.15438,86400.0,628.921621,86400.0,2
1568.0,1.0,7.0,3.0,7.0,7.0,0.8366407419411673,0.3424744897959184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.25,0.0,9.1,0.0,0.0,0.0,3620.325571,3620.217877,86400.0,3542.217348,86400.0,1.132808,1716.203688,0.0,86400.0,3618.380228,86400.0,0
37.0,1.0,0.0,0.0,0.0,0.0,0.8812908992306927,0.5945945945945946,0.0,0.0,23.840000000000003,0.0,0.0,0.0,0.0,10.510000000000002,0.0,0.0,0.0,0.0,0.0,0.0,174.255092,86400.0,4347.46872,86400.0,2.458478,4355.342685,176.702099,86400.0,4153.609717,86400.0,1
20.0,0.0,6.0,6.0,6.0,6.0,0.8812908992306927,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.19,24.160000000000004,0.0,0.0,0.0,0.0,594.695772,595.692893,86400.0,580.994127,86400.0,0.086931,0.0,585.451102,86400.0,737.218343,86400.0,2
87.0,1.0,6.0,6.0,5.0,6.0,0.5665095065529053,0.8850574712643678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,29.930000000000007,0.0,0.0,0.0,0.0,444.847862,445.844983,86400.0,431.146217,86400.0,0.0,1.624388,435.603192,86400.0,587.370433,86400.0,2
162.0,0.0,7.0,7.0,7.0,7.0,0.8366407419411673,0.5432098765432098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.390000000000002,0.0,24.960000000000004,0.0,0.0,0.0,1190.7031,1191.50143,86400.0,684.064148,86400.0,0.19098,684.170524,0.0,86400.0,757.281496,86400.0,0
586.0,74.0,7.0,7.0,5.0,7.0,0.8812908992306927,0.7098976109215017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.47,0.0,23.880000000000003,0.0,0.0,0.0,1779.442964,1779.680961,86400.0,1687.051097,86400.0,0.0,1687.19189,73.91203,86400.0,1776.448495,86400.0,0
250.0,3.0,7.0,5.0,5.0,7.0,0.9709505944546686,0.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.090000000000002,0.0,21.260000000000005,0.0,0.0,0.0,7855.483793,3213.868745,86400.0,7838.291686,86400.0,0.0,2647.673879,21.714545,86400.0,7852.455642,86400.0,0
27.0,0.0,6.0,6.0,6.0,6.0,0.9480782435939056,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.69,21.66,0.0,0.0,0.0,0.0,627.686957,3054.095985,86400.0,610.49485,86400.0,0.028778,0.0,615.892471,86400.0,624.658806,86400.0,2
257.0,22.0,5.0,5.0,5.0,7.0,0.9709505944546686,0.5408560311284046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.95,0.0,20.4,0.0,0.0,0.0,3480.455961,5906.864989,86400.0,3463.263854,86400.0,0.0,2822.42303,22.090829,86400.0,3477.42781,86400.0,0
23.0,0.0,0.0,7.0,6.0,6.0,2.0228111977495304,0.5217391304347826,1.0,0.0,1.2600000000000002,2.5700000000000003,0.0,4.36,0.0,14.88,4.140000000000001,7.140000000000001,0.0,0.0,0.0,20.941783,22.161413,86400.0,2.608076,86400.0,0.060027,0.0,10.887411,86400.0,212.520895,86400.0,2
589.0,2.0,5.0,5.0,5.0,7.0,0.9709505944546686,0.601018675721562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.450000000000003,0.0,13.900000000000002,0.0,0.0,0.0,2612.743907,5039.152935,86400.0,2595.5518,86400.0,0.0,1954.710976,187.184319,86400.0,2609.715756,86400.0,0
25.0,2.0,6.0,6.0,6.0,6.0,0.8366407419411673,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.560000000000002,24.790000000000003,0.0,0.0,0.0,0.0,140.741901,2567.150929,86400.0,123.549794,86400.0,14.613335,0.0,128.947415,86400.0,137.71375,86400.0,2
72.0,1.0,0.0,7.0,5.0,6.0,1.1589385323502772,0.2638888888888889,1.0,0.0,0.0,0.0,0.0,2.5500000000000007,0.0,9.16,22.640000000000004,0.0,0.0,0.0,0.0,84.192653,85.189774,86400.0,70.491008,86400.0,0.0,0.776608,74.947983,86400.0,226.715224,86400.0,2
113.0,0.0,6.0,6.0,6.0,6.0,0.5665095065529053,0.5132743362831859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.760000000000001,29.590000000000007,0.0,0.0,0.0,0.0,272.561305,2698.970333,86400.0,255.369198,86400.0,52.897659,0.0,260.766819,86400.0,269.533154,86400.0,2
258.0,0.0,7.0,7.0,5.0,7.0,1.2832547532764529,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.380000000000003,2.3500000000000005,14.620000000000005,0.0,0.0,0.0,5384.323704,742.708656,86400.0,5367.131597,86400.0,0.0,176.51379,80.578162,86400.0,5381.295553,86400.0,0
118.0,16.0,7.0,7.0,5.0,7.0,0.7219280948873623,0.6016949152542372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.12,0.0,27.230000000000008,0.0,0.0,0.0,2825.397469,2826.195799,86400.0,2318.758517,86400.0,0.0,1247.28488,15.81705,86400.0,2391.975865,86400.0,0
221.0,1.0,6.0,6.0,6.0,6.0,0.6500224216483541,0.2850678733031674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.910000000000001,28.44000000000001,0.0,0.0,0.0,0.0,406.332972,407.330093,86400.0,392.631327,86400.0,43.140713,0.0,397.088302,86400.0,548.855543,86400.0,2
113.0,5.0,7.0,5.0,0.0,0.0,0.5665095065529053,0.6902654867256637,0.0,0.0,29.520000000000003,0.0,0.0,0.0,0.0,4.830000000000001,0.0,0.0,0.0,0.0,0.0,0.0,137.352447,86400.0,3879.355753,86400.0,5.786257,3882.574471,141.534085,86400.0,141.137969,86400.0,1
45.0,1.0,6.0,0.0,6.0,6.0,0.8812908992306927,0.2888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.160000000000002,24.19,0.0,0.0,0.0,0.0,137.846596,138.843717,86400.0,124.144951,86400.0,1.68764,0.0,128.601926,86400.0,280.369167,86400.0,2
243.0,1.0,6.0,6.0,6.0,6.0,0.3533593350214213,0.7037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3500000000000005,32.0,0.0,0.0,0.0,0.0,436.064099,437.06122,86400.0,422.362454,86400.0,72.87184,0.0,426.819429,86400.0,578.58667,86400.0,2
32.0,2.0,6.0,6.0,5.0,6.0,0.8366407419411673,0.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.400000000000002,24.950000000000003,0.0,0.0,0.0,0.0,581.032184,582.029305,86400.0,567.330539,86400.0,0.0,1.62385,571.787514,86400.0,723.554755,86400.0,2
197.0,23.0,7.0,7.0,7.0,7.0,0.9480782435939056,0.467005076142132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,21.45,0.0,0.0,0.0,1139.571336,1140.369666,86400.0,632.932384,86400.0,38.404274,633.03876,0.0,86400.0,706.149732,86400.0,0
21.0,0.0,6.0,6.0,6.0,6.0,0.8812908992306927,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.23,24.12,0.0,0.0,0.0,0.0,777.272083,778.269204,86400.0,97.757432,86400.0,0.069609,0.0,101.905514,86400.0,919.794654,86400.0,2
49.0,0.0,1.0,1.0,0.0,0.0,1.4983958159908184,0.3061224489795918,1.0,0.0,8.510000000000002,8.450000000000003,0.0,0.0,0.0,17.390000000000004,0.0,0.0,0.0,0.0,0.0,0.0,32.889883,86400.0,1751.06248,86400.0,0.061523,1752.206493,1233.946833,86400.0,1232.355483,86400.0,1
265.0,1.0,7.0,7.0,7.0,7.0,0.9871377743721864,0.5018867924528302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.780000000000005,0.0,18.57,0.0,0.0,0.0,897.854183,898.652513,86400.0,391.215231,86400.0,105.164599,391.321607,0.0,86400.0,464.432579,86400.0,0
60.0,2.0,1.0,5.0,0.0,0.0,0.9456641189448428,0.65,3.0,0.0,10.49,22.670000000000005,0.0,0.0,0.0,1.1900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,15.771878,86400.0,32000.325646,86400.0,29.34845,31901.20999,19440.998858,86400.0,19436.777494,86400.0,1
407.0,20.0,7.0,7.0,5.0,7.0,0.783776947484701,0.6437346437346437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.830000000000002,0.0,26.520000000000003,0.0,0.0,0.0,4960.094339,4960.332336,86400.0,4867.702472,86400.0,0.0,4867.843265,19.603934,86400.0,4957.09987,86400.0,0
34.0,2.0,7.0,7.0,0.0,0.0,1.746465798504072,0.5294117647058824,0.0,0.0,6.31,2.1,0.0,0.0,0.0,9.12,0.0,16.82,0.0,0.0,0.0,0.0,11.133293,86400.0,6927.683687,86400.0,3.196686,6928.073484,14.493824,86400.0,7167.626593,86400.0,1
239.0,4.0,5.0,5.0,7.0,7.0,1.0,0.9288702928870292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.400000000000002,0.0,16.950000000000003,0.0,0.0,0.0,2467.45636,2468.25469,86400.0,1960.817408,86400.0,5.641835,889.343771,0.0,86400.0,2034.034756,86400.0,0
21.0,5.0,6.0,6.0,6.0,6.0,0.8812908992306927,0.3809523809523809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.34,24.01,0.0,0.0,0.0,0.0,776.034337,777.031458,86400.0,96.519686,86400.0,4.345832,0.0,100.667768,86400.0,918.556908,86400.0,2
37.0,2.0,1.0,1.0,0.0,0.0,1.5410078709714834,0.5405405405405406,3.0,0.0,14.260000000000002,8.72,0.0,0.0,0.0,11.37,0.0,0.0,0.0,0.0,0.0,0.0,26.647963,86400.0,1934.598252,86400.0,2.160456,1935.123583,1924.051334,86400.0,2272.770757,86400.0,1
